225 -51.6425
235 -51.6192
245 -51.5992
255 -51.6117
265 -51.5722
275 -51.5931
285 -47.8003
295 -47.2292
305 -46.6711
315 -46.1408
325 -45.6117
335 -45.12
345 -44.6294
355 -44.1628
365 -43.7039
375 -43.2783
385 -42.8292
395 -42.4064
405 -41.9986
415 -41.5889
425 -41.2044
435 -40.8228
